CODIGO;TITULO;TITULO_SEM_ACENTO_E_EM_CAIXA_ALTA
300305;Técnico em eletromecânica;TECNICO EM ELETROMECANICA
324130;Técnico em espirometria;TECNICO EM ESPIROMETRIA
314615;Técnico em estruturas metálicas;TECNICO EM ESTRUTURAS METALICAS
325115;Técnico em farmácia;TECNICO EM FARMACIA
313505;Técnico em fotônica;TECNICO EM FOTONICA
312310;Técnico em geodésia e cartografia;TECNICO EM GEODESIA E CARTOGRAFIA
316105;Técnico em geofísica;TECNICO EM GEOFISICA
316110;Técnico em geologia;TECNICO EM GEOLOGIA
316115;Técnico em geoquímica;TECNICO EM GEOQUIMICA
316120;Técnico em geotecnia;TECNICO EM GEOTECNIA
374105;Técnico em gravação de áudio;TECNICO EM GRAVACAO DE AUDIO
324220;Técnico em hemoterapia;TECNICO EM HEMOTERAPIA
312315;Técnico em hidrografia;TECNICO EM HIDROGRAFIA
351610;Técnico em higiene ocupacional;TECNICO EM HIGIENE OCUPACIONAL
320110;Técnico em histologia;TECNICO EM HISTOLOGIA
325310;Técnico em imunobiológicos;TECNICO EM IMUNOBIOLOGICOS
374110;Técnico em instalação de equipamentos de áudio;TECNICO EM INSTALACAO DE EQUIPAMENTOS DE AUDIO
313410;Técnico em instrumentação;TECNICO EM INSTRUMENTACAO
325110;Técnico em laboratório de farmácia;TECNICO EM LABORATORIO DE FARMACIA
321205;Técnico em madeira;TECNICO EM MADEIRA
915115;Técnico em manutenção de balanças;TECNICO EM MANUTENCAO DE BALANCAS
313220;Técnico em manutenção de equipamentos de informática;TECNICO EM MANUTENCAO DE EQUIPAMENTOS DE INFORMATICA
915305;Técnico em manutenção de equipamentos e instrumentos médico-hospitalares;TECNICO EM MANUTENCAO DE EQUIPAMENTOS E INSTRUMENTOS MEDICO-HOSPITALARES
915110;Técnico em manutenção de hidrômetros;TECNICO EM MANUTENCAO DE HIDROMETROS
915105;Técnico em manutenção de instrumentos de medição e precisão;TECNICO EM MANUTENCAO DE INSTRUMENTOS DE MEDICAO E PRECISAO
314410;Técnico em manutenção de máquinas;TECNICO EM MANUTENCAO DE MAQUINAS
374115;Técnico em masterização de áudio;TECNICO EM MASTERIZACAO DE AUDIO
311305;Técnico em materiais, produtos cerâmicos e vidros;TECNICO EM MATERIAIS, PRODUTOS CERAMICOS E VIDROS
314105;Técnico em mecânica de precisão;TECNICO EM MECANICA DE PRECISAO
300105;Técnico em mecatrônica - automação da manufatura;TECNICO EM MECATRONICA - AUTOMACAO DA MANUFATURA
300110;Técnico em mecatrônica - robótica;TECNICO EM MECATRONICA - ROBOTICA
324105;Técnico em métodos eletrográficos em encefalografia;TECNICO EM METODOS ELETROGRAFICOS EM ENCEFALOGRAFIA
324110;Técnico em métodos gráficos em cardiologia;TECNICO EM METODOS GRAFICOS EM CARDIOLOGIA
321315;Técnico em mitilicultura;TECNICO EM MITILICULTURA
374130;Técnico em mixagem de áudio;TECNICO EM MIXAGEM DE AUDIO
371210;Técnico em museologia;TECNICO EM MUSEOLOGIA
325210;Técnico em nutrição e dietética;TECNICO EM NUTRICAO E DIETETICA
322305;Técnico em óptica e optometria;TECNICO EM OPTICA E OPTOMETRIA
324205;Técnico em patologia clínica;TECNICO EM PATOLOGIA CLINICA
323105;Técnico em pecuária;TECNICO EM PECUARIA
316320;Técnico em pesquisa mineral;TECNICO EM PESQUISA MINERAL
311205;Técnico em petroquímica;TECNICO EM PETROQUIMICA
321305;Técnico em piscicultura;TECNICO EM PISCICULTURA
316330;Técnico em planejamento de lavra de minas;TECNICO EM PLANEJAMENTO DE LAVRA DE MINAS
311410;Técnico em plástico;TECNICO EM PLASTICO
324135;Técnico em polissonografia;TECNICO EM POLISSONOGRAFIA
316315;Técnico em processamento mineral (exceto petróleo);TECNICO EM PROCESSAMENTO MINERAL (EXCETO PETROLEO)
371305;Técnico em programação visual;TECNICO EM PROGRAMACAO VISUAL
322115;Técnico em quiropraxia;TECNICO EM QUIROPRAXIA
324115;Técnico em radiologia e imagenologia;TECNICO EM RADIOLOGIA E IMAGENOLOGIA
321320;Técnico em ranicultura;TECNICO EM RANICULTURA
322405;Técnico em saúde bucal;TECNICO EM SAUDE BUCAL
322425;Técnico em saúde bucal da estratégia de saúde da família;TECNICO EM SAUDE BUCAL DA ESTRATEGIA DE SAUDE DA FAMILIA
351505;Técnico em secretariado;TECNICO EM SECRETARIADO
351605;Técnico em segurança do trabalho;TECNICO EM SEGURANCA DO TRABALHO
341245;Técnico em sinais navais;TECNICO EM SINAIS NAVAIS
341235;Técnico em sinalização náutica;TECNICO EM SINALIZACAO NAUTICA
314620;Técnico em soldagem;TECNICO EM SOLDAGEM
374125;Técnico em sonorização;TECNICO EM SONORIZACAO
311520;Técnico em tratamento de efluentes;TECNICO EM TRATAMENTO DE EFLUENTES
354805;Técnico em turismo;TECNICO EM TURISMO
321210;Técnico florestal;TECNICO FLORESTAL
371310;Técnico gráfico;TECNICO GRAFICO
314110;Técnico mecânico;TECNICO MECANICO
314310;Técnico mecânico (aeronaves);TECNICO MECANICO (AERONAVES)
314115;Técnico mecânico (calefação, ventilação e refrigeração);TECNICO MECANICO (CALEFACAO, VENTILACAO E REFRIGERACAO)
314315;Técnico mecânico (embarcações);TECNICO MECANICO (EMBARCACOES)
314120;Técnico mecânico (máquinas);TECNICO MECANICO (MAQUINAS)
314125;Técnico mecânico (motores);TECNICO MECANICO (MOTORES)
314205;Técnico mecânico na fabricação de ferramentas;TECNICO MECANICO NA FABRICACAO DE FERRAMENTAS
314210;Técnico mecânico na manutenção de ferramentas;TECNICO MECANICO NA MANUTENCAO DE FERRAMENTAS
391230;Técnico operacional de serviços de correios;TECNICO OPERACIONAL DE SERVICOS DE CORREIOS
311105;Técnico químico;TECNICO QUIMICO
301115;Técnico químico de petróleo;TECNICO QUIMICO DE PETROLEO
311605;Técnico têxtil;TECNICO TEXTIL
311610;Técnico têxtil (tratamentos químicos);TECNICO TEXTIL (TRATAMENTOS QUIMICOS)
311615;Técnico têxtil de fiação;TECNICO TEXTIL DE FIACAO
311620;Técnico têxtil de malharia;TECNICO TEXTIL DE MALHARIA
311625;Técnico têxtil de tecelagem;TECNICO TEXTIL DE TECELAGEM
341240;Técnicos em manobras em equipamentos de convés;TECNICOS EM MANOBRAS EM EQUIPAMENTOS DE CONVES
222125;Tecnólogo em agronegócio;TECNOLOGO EM AGRONEGOCIO
222215;Tecnólogo em alimentos;TECNOLOGO EM ALIMENTOS
202120;Tecnólogo em automação industrial;TECNOLOGO EM AUTOMACAO INDUSTRIAL
214280;Tecnólogo em construção civil;TECNOLOGO EM CONSTRUCAO CIVIL
214360;Tecnólogo em eletricidade;TECNOLOGO EM ELETRICIDADE
214365;Tecnólogo em eletrônica;TECNOLOGO EM ELETRONICA
214435;Tecnólogo em fabricação mecânica;TECNOLOGO EM FABRICACAO MECANICA
271110;Tecnólogo em gastronomia;TECNOLOGO EM GASTRONOMIA
142120;Tecnólogo em gestão administrativo- financeira;TECNOLOGO EM GESTAO ADMINISTRATIVO- FINANCEIRA
142535;Tecnólogo em gestão da tecnologia da informação;TECNOLOGO EM GESTAO DA TECNOLOGIA DA INFORMACAO
131215;Tecnólogo em gestão hospitalar;TECNOLOGO EM GESTAO HOSPITALAR
342125;Tecnólogo em logística de transporte;TECNOLOGO EM LOGISTICA DE TRANSPORTE
202115;Tecnólogo em mecatrônica;TECNOLOGO EM MECATRONICA
214010;Tecnólogo em meio ambiente;TECNOLOGO EM MEIO AMBIENTE
214615;Tecnólogo em metalurgia;TECNOLOGO EM METALURGIA
214745;Tecnólogo em petróleo e gás;TECNOLOGO EM PETROLEO E GAS
213215;Tecnólogo em processos químicos;TECNOLOGO EM PROCESSOS QUIMICOS
262135;Tecnólogo em produção audiovisual;TECNOLOGO EM PRODUCAO AUDIOVISUAL
262130;Tecnólogo em produção fonográfica;TECNOLOGO EM PRODUCAO FONOGRAFICA
214930;Tecnólogo em produção industrial;TECNOLOGO EM PRODUCAO INDUSTRIAL
214535;Tecnólogo em produção sulcroalcooleira;TECNOLOGO EM PRODUCAO SULCROALCOOLEIRA
324120;Tecnólogo em radiologia;TECNOLOGO EM RADIOLOGIA
214750;Tecnólogo em rochas ornamentais;TECNOLOGO EM ROCHAS ORNAMENTAIS
252320;Tecnólogo em secretariado escolar;TECNOLOGO EM SECRETARIADO ESCOLAR
214935;Tecnólogo em segurança do trabalho;TECNOLOGO EM SEGURANCA DO TRABALHO
142710;Tecnólogo em sistemas biomédicos;TECNOLOGO EM SISTEMAS BIOMEDICOS
314625;Tecnólogo em soldagem;TECNOLOGO EM SOLDAGEM
214370;Tecnólogo em telecomunicações;TECNOLOGO EM TELECOMUNICACOES
324125;Tecnólogo oftálmico;TECNOLOGO OFTALMICO
422330;Teleatendente de emergência;TELEATENDENTE DE EMERGENCIA
422205;Telefonista;TELEFONISTA
422210;Teleoperador;TELEOPERADOR
716205;Telhador (telhas de argila e materiais similares);TELHADOR (TELHAS DE ARGILA E MATERIAIS SIMILARES)
716210;Telhador (telhas de cimento-amianto);TELHADOR (TELHAS DE CIMENTO-AMIANTO)
716215;Telhador (telhas metálicas);TELHADOR (TELHAS METALICAS)
716220;Telhador (telhas plásticas);TELHADOR (TELHAS PLASTICAS)
723125;Temperador de metais e de compósitos;TEMPERADOR DE METAIS E DE COMPOSITOS
823255;Temperador de vidro;TEMPERADOR DE VIDRO
30305;Tenente do corpo de bombeiros militar;TENENTE DO CORPO DE BOMBEIROS MILITAR
30115;Tenente-coronel bombeiro militar;TENENTE-CORONEL BOMBEIRO MILITAR
20110;Tenente-coronel da polícia militar;TENENTE-CORONEL DA POLICIA MILITAR
263115;Teólogo;TEOLOGO
322125;Terapeuta holístico;TERAPEUTA HOLISTICO
223905;Terapeuta ocupacional;TERAPEUTA OCUPACIONAL
353230;Tesoureiro de banco;TESOUREIRO DE BANCO
311725;Tingidor de couros e peles;TINGIDOR DE COUROS E PELES
516330;Tingidor de roupas;TINGIDOR DE ROUPAS
768605;Tipógrafo;TIPOGRAFO
376250;Titeriteiro;TITERITEIRO
312320;Topógrafo;TOPOGRAFO
712225;Torneiro (lavra de pedra);TORNEIRO (LAVRA DE PEDRA)
773355;Torneiro na usinagem convencional de madeira;TORNEIRO NA USINAGEM CONVENCIONAL DE MADEIRA
841625;Torrador de cacau;TORRADOR DE CACAU
841610;Torrador de café;TORRADOR DE CAFE
711330;Torrista (petróleo);TORRISTA (PETROLEO)
519320;Tosador de animais domésticos;TOSADOR DE ANIMAIS DOMESTICOS
621005;Trabalhador agropecuário em geral;TRABALHADOR AGROPECUARIO EM GERAL
623305;Trabalhador da avicultura de corte;TRABALHADOR DA AVICULTURA DE CORTE
623310;Trabalhador da avicultura de postura;TRABALHADOR DA AVICULTURA DE POSTURA
623205;Trabalhador da caprinocultura;TRABALHADOR DA CAPRINOCULTURA
622205;Trabalhador da cultura de algodão;TRABALHADOR DA CULTURA DE ALGODAO
622105;Trabalhador da cultura de arroz;TRABALHADOR DA CULTURA DE ARROZ
622605;Trabalhador da cultura de cacau;TRABALHADOR DA CULTURA DE CACAU
622610;Trabalhador da cultura de café;TRABALHADOR DA CULTURA DE CAFE
622110;Trabalhador da cultura de cana-de-açúcar;TRABALHADOR DA CULTURA DE CANA-DE-ACUCAR
622615;Trabalhador da cultura de erva-mate;TRABALHADOR DA CULTURA DE ERVA-MATE
622805;Trabalhador da cultura de especiarias;TRABALHADOR DA CULTURA DE ESPECIARIAS
622620;Trabalhador da cultura de fumo;TRABALHADOR DA CULTURA DE FUMO
622625;Trabalhador da cultura de guaraná;TRABALHADOR DA CULTURA DE GUARANA
622115;Trabalhador da cultura de milho e sorgo;TRABALHADOR DA CULTURA DE MILHO E SORGO
622810;Trabalhador da cultura de plantas aromáticas e medicinais;TRABALHADOR DA CULTURA DE PLANTAS AROMATICAS E MEDICINAIS
622210;Trabalhador da cultura de sisal;TRABALHADOR DA CULTURA DE SISAL
622120;Trabalhador da cultura de trigo, aveia, cevada e triticale;TRABALHADOR DA CULTURA DE TRIGO, AVEIA, CEVADA E TRITICALE
622215;Trabalhador da cultura do rami;TRABALHADOR DA CULTURA DO RAMI
623320;Trabalhador da cunicultura;TRABALHADOR DA CUNICULTURA
823320;Trabalhador da elaboração de pré-fabricados (cimento amianto);TRABALHADOR DA ELABORACAO DE PRE-FABRICADOS (CIMENTO AMIANTO)
823325;Trabalhador da elaboração de pré-fabricados (concreto armado);TRABALHADOR DA ELABORACAO DE PRE-FABRICADOS (CONCRETO ARMADO)
632405;Trabalhador da exploração de açaí;TRABALHADOR DA EXPLORACAO DE ACAI
632305;Trabalhador da exploração de andiroba;TRABALHADOR DA EXPLORACAO DE ANDIROBA
632505;Trabalhador da exploração de árvores e arbustos produtores de substâncias aromát., Medic. E tóxicas;TRABALHADOR DA EXPLORACAO DE ARVORES E ARBUSTOS PRODUTORES DE SUBSTANCIAS AROMAT., MEDIC. E TOXICAS
632310;Trabalhador da exploração de babaçu;TRABALHADOR DA EXPLORACAO DE BABACU
632315;Trabalhador da exploração de bacaba;TRABALHADOR DA EXPLORACAO DE BACABA
632320;Trabalhador da exploração de buriti;TRABALHADOR DA EXPLORACAO DE BURITI
632325;Trabalhador da exploração de carnaúba;TRABALHADOR DA EXPLORACAO DE CARNAUBA
632410;Trabalhador da exploração de castanha;TRABALHADOR DA EXPLORACAO DE CASTANHA
632510;Trabalhador da exploração de cipós produtores de substâncias aromáticas, medicinais e tóxicas;TRABALHADOR DA EXPLORACAO DE CIPOS PRODUTORES DE SUBSTANCIAS AROMATICAS, MEDICINAIS E TOXICAS
632330;Trabalhador da exploração de coco-da-praia;TRABALHADOR DA EXPLORACAO DE COCO-DA-PRAIA
632335;Trabalhador da exploração de copaíba;TRABALHADOR DA EXPLORACAO DE COPAIBA
632210;Trabalhador da exploração de espécies produtoras de gomas não elásticas;TRABALHADOR DA EXPLORACAO DE ESPECIES PRODUTORAS DE GOMAS NAO ELASTICAS
632515;Trabalhador da exploração de madeiras tanantes;TRABALHADOR DA EXPLORACAO DE MADEIRAS TANANTES
632340;Trabalhador da exploração de malva (pãina);TRABALHADOR DA EXPLORACAO DE MALVA (PAINA)
632345;Trabalhador da exploração de murumuru;TRABALHADOR DA EXPLORACAO DE MURUMURU
632350;Trabalhador da exploração de oiticica;TRABALHADOR DA EXPLORACAO DE OITICICA
632355;Trabalhador da exploração de ouricuri;TRABALHADOR DA EXPLORACAO DE OURICURI
632360;Trabalhador da exploração de pequi;TRABALHADOR DA EXPLORACAO DE PEQUI
632365;Trabalhador da exploração de piaçava;TRABALHADOR DA EXPLORACAO DE PIACAVA
632415;Trabalhador da exploração de pinhão;TRABALHADOR DA EXPLORACAO DE PINHAO
632420;Trabalhador da exploração de pupunha;TRABALHADOR DA EXPLORACAO DE PUPUNHA
632520;Trabalhador da exploração de raízes produtoras de substâncias aromáticas, medicinais e tóxicas;TRABALHADOR DA EXPLORACAO DE RAIZES PRODUTORAS DE SUBSTANCIAS AROMATICAS, MEDICINAIS E TOXICAS
632215;Trabalhador da exploração de resinas;TRABALHADOR DA EXPLORACAO DE RESINAS
632370;Trabalhador da exploração de tucum;TRABALHADOR DA EXPLORACAO DE TUCUM
632525;Trabalhador da extração de substâncias aromáticas, medicinais e tóxicas, em geral;TRABALHADOR DA EXTRACAO DE SUBSTANCIAS AROMATICAS, MEDICINAIS E TOXICAS, EM GERAL
812110;Trabalhador da fabricação de munição e explosivos;TRABALHADOR DA FABRICACAO DE MUNICAO E EXPLOSIVOS
823330;Trabalhador da fabricação de pedras artificiais;TRABALHADOR DA FABRICACAO DE PEDRAS ARTIFICIAIS
811125;Trabalhador da fabricação de resinas e vernizes;TRABALHADOR DA FABRICACAO DE RESINAS E VERNIZES
514325;Trabalhador da manutenção de edificações;TRABALHADOR DA MANUTENCAO DE EDIFICACOES
623210;Trabalhador da ovinocultura;TRABALHADOR DA OVINOCULTURA
623105;Trabalhador da pecuária (asininos e muares);TRABALHADOR DA PECUARIA (ASININOS E MUARES)
623110;Trabalhador da pecuária (bovinos corte);TRABALHADOR DA PECUARIA (BOVINOS CORTE)
623115;Trabalhador da pecuária (bovinos leite);TRABALHADOR DA PECUARIA (BOVINOS LEITE)
623120;Trabalhador da pecuária (bubalinos);TRABALHADOR DA PECUARIA (BUBALINOS)
623125;Trabalhador da pecuária (eqüinos);TRABALHADOR DA PECUARIA (EQUINOS)
623215;Trabalhador da suinocultura;TRABALHADOR DA SUINOCULTURA
632125;Trabalhador de extração florestal, em geral;TRABALHADOR DE EXTRACAO FLORESTAL, EM GERAL
841476;Trabalhador de fabricação de margarina;TRABALHADOR DE FABRICACAO DE MARGARINA
848325;Trabalhador de fabricação de sorvete;TRABALHADOR DE FABRICACAO DE SORVETE
811130;Trabalhador de fabricação de tintas;TRABALHADOR DE FABRICACAO DE TINTAS
841720;Trabalhador de fabricação de vinhos;TRABALHADOR DE FABRICACAO DE VINHOS
623015;Trabalhador de pecuária polivalente;TRABALHADOR DE PECUARIA POLIVALENTE
841484;Trabalhador de preparação de pescados (limpeza);TRABALHADOR DE PREPARACAO DE PESCADOS (LIMPEZA)
514225;Trabalhador de serviços de limpeza e conservação de áreas públicas;TRABALHADOR DE SERVICOS DE LIMPEZA E CONSERVACAO DE AREAS PUBLICAS
841505;Trabalhador de tratamento do leite e fabricação de laticínios e afins;TRABALHADOR DE TRATAMENTO DO LEITE E FABRICACAO DE LATICINIOS E AFINS
765405;Trabalhador do acabamento de artefatos de tecidos e couros;TRABALHADOR DO ACABAMENTO DE ARTEFATOS DE TECIDOS E COUROS
848605;Trabalhador do beneficiamento de fumo;TRABALHADOR DO BENEFICIAMENTO DE FUMO
623405;Trabalhador em criatórios de animais produtores de veneno;TRABALHADOR EM CRIATORIOS DE ANIMAIS PRODUTORES DE VENENO
623410;Trabalhador na apicultura;TRABALHADOR NA APICULTURA
622705;Trabalhador na cultura de amendoim;TRABALHADOR NA CULTURA DE AMENDOIM
622710;Trabalhador na cultura de canola;TRABALHADOR NA CULTURA DE CANOLA
622715;Trabalhador na cultura de coco-da-baía;TRABALHADOR NA CULTURA DE COCO-DA-BAIA
622720;Trabalhador na cultura de dendê;TRABALHADOR NA CULTURA DE DENDE
622725;Trabalhador na cultura de mamona;TRABALHADOR NA CULTURA DE MAMONA
622730;Trabalhador na cultura de soja;TRABALHADOR NA CULTURA DE SOJA
622735;Trabalhador na cultura do girassol;TRABALHADOR NA CULTURA DO GIRASSOL
622740;Trabalhador na cultura do linho;TRABALHADOR NA CULTURA DO LINHO
823265;Trabalhador na fabricação de produtos abrasivos;TRABALHADOR NA FABRICACAO DE PRODUTOS ABRASIVOS
623415;Trabalhador na minhocultura;TRABALHADOR NA MINHOCULTURA
622305;Trabalhador na olericultura (frutos e sementes);TRABALHADOR NA OLERICULTURA (FRUTOS E SEMENTES)
622310;Trabalhador na olericultura (legumes);TRABALHADOR NA OLERICULTURA (LEGUMES)
622315;Trabalhador na olericultura (raízes, bulbos e tubérculos);TRABALHADOR NA OLERICULTURA (RAIZES, BULBOS E TUBERCULOS)
622320;Trabalhador na olericultura (talos, folhas e flores);TRABALHADOR NA OLERICULTURA (TALOS, FOLHAS E FLORES)
643005;Trabalhador na operação de sistema de irrigação localizada (microaspersão e gotejamento);TRABALHADOR NA OPERACAO DE SISTEMA DE IRRIGACAO LOCALIZADA (MICROASPERSAO E GOTEJAMENTO)
643010;Trabalhador na operação de sistema de irrigação por aspersão (pivô central);TRABALHADOR NA OPERACAO DE SISTEMA DE IRRIGACAO POR ASPERSAO (PIVO CENTRAL)
643015;Trabalhador na operação de sistemas convencionais de irrigação por aspersão;TRABALHADOR NA OPERACAO DE SISTEMAS CONVENCIONAIS DE IRRIGACAO POR ASPERSAO
643020;Trabalhador na operação de sistemas de irrigação e aspersão (alto propelido);TRABALHADOR NA OPERACAO DE SISTEMAS DE IRRIGACAO E ASPERSAO (ALTO PROPELIDO)
643025;Trabalhador na operação de sistemas de irrigação por superfície e drenagem;TRABALHADOR NA OPERACAO DE SISTEMAS DE IRRIGACAO POR SUPERFICIE E DRENAGEM
622015;Trabalhador na produção de mudas e sementes;TRABALHADOR NA PRODUCAO DE MUDAS E SEMENTES
623420;Trabalhador na sericicultura;TRABALHADOR NA SERICICULTURA
622505;Trabalhador no cultivo de árvores frutíferas;TRABALHADOR NO CULTIVO DE ARVORES FRUTIFERAS
622510;Trabalhador no cultivo de espécies frutíferas rasteiras;TRABALHADOR NO CULTIVO DE ESPECIES FRUTIFERAS RASTEIRAS
622405;Trabalhador no cultivo de flores e folhagens de corte;TRABALHADOR NO CULTIVO DE FLORES E FOLHAGENS DE CORTE
622410;Trabalhador no cultivo de flores em vaso;TRABALHADOR NO CULTIVO DE FLORES EM VASO
622415;Trabalhador no cultivo de forrações;TRABALHADOR NO CULTIVO DE FORRACOES
622420;Trabalhador no cultivo de mudas;TRABALHADOR NO CULTIVO DE MUDAS
622425;Trabalhador no cultivo de plantas ornamentais;TRABALHADOR NO CULTIVO DE PLANTAS ORNAMENTAIS
622515;Trabalhador no cultivo de trepadeiras frutíferas;TRABALHADOR NO CULTIVO DE TREPADEIRAS FRUTIFERAS
764005;Trabalhador polivalente da confecção de calçados;TRABALHADOR POLIVALENTE DA CONFECCAO DE CALCADOS
762005;Trabalhador polivalente do curtimento de couros e peles;TRABALHADOR POLIVALENTE DO CURTIMENTO DE COUROS E PELES
783235;Trabalhador portuário de capatazia;TRABALHADOR PORTUARIO DE CAPATAZIA
622020;Trabalhador volante da agricultura;TRABALHADOR VOLANTE DA AGRICULTURA
712230;Traçador de pedras;TRACADOR DE PEDRAS
261420;Tradutor;TRADUTOR
724610;Trançador de cabos de aço;TRANCADOR DE CABOS DE ACO
752120;Transformador de tubos de vidro;TRANSFORMADOR DE TUBOS DE VIDRO
376255;Trapezista;TRAPEZISTA
623020;Tratador de animais;TRATADOR DE ANIMAIS
641015;Tratorista agrícola;TRATORISTA AGRICOLA
751130;Trefilador (joalheria e ourivesaria);TREFILADOR (JOALHERIA E OURIVESARIA)
811775;Trefilador de borracha;TREFILADOR DE BORRACHA
722415;Trefilador de metais, à máquina;TREFILADOR DE METAIS, A MAQUINA
224135;Treinador profissional de futebol;TREINADOR PROFISSIONAL DE FUTEBOL
