CODIGO;TITULO;TITULO_SEM_ACENTO_E_EM_CAIXA_ALTA
223264;Cirurgião dentista - reabilitador oral;CIRURGIAO DENTISTA - REABILITADOR ORAL
223268;Cirurgião dentista - traumatologista bucomaxilofacial;CIRURGIAO DENTISTA - TRAUMATOLOGISTA BUCOMAXILOFACIAL
223272;Cirurgião dentista de saúde coletiva;CIRURGIAO DENTISTA DE SAUDE COLETIVA
223293;Cirurgião-dentista da estratégia de saúde da família;CIRURGIAO-DENTISTA DA ESTRATEGIA DE SAUDE DA FAMILIA
324215;Citotécnico;CITOTECNICO
842215;Classificador de charutos;CLASSIFICADOR DE CHARUTOS
762210;Classificador de couros;CLASSIFICADOR DE COUROS
761105;Classificador de fibras têxteis;CLASSIFICADOR DE FIBRAS TEXTEIS
842115;Classificador de fumo;CLASSIFICADOR DE FUMO
848425;Classificador de grãos;CLASSIFICADOR DE GRAOS
772105;Classificador de madeira;CLASSIFICADOR DE MADEIRA
762105;Classificador de peles;CLASSIFICADOR DE PELES
632105;Classificador de toras;CLASSIFICADOR DE TORAS
823305;Classificador e empilhador de tijolos refratários;CLASSIFICADOR E EMPILHADOR DE TIJOLOS REFRATARIOS
511215;Cobrador de transportes coletivos (exceto trem);COBRADOR DE TRANSPORTES COLETIVOS (EXCETO TREM)
421305;Cobrador externo;COBRADOR EXTERNO
421310;Cobrador interno;COBRADOR INTERNO
415115;Codificador de dados;CODIFICADOR DE DADOS
765205;Colchoeiro (confecção de colchões);COLCHOEIRO (CONFECCAO DE COLCHOES)
371205;Colecionador de selos e moedas;COLECIONADOR DE SELOS E MOEDAS
514205;Coletor de lixo domiciliar;COLETOR DE LIXO DOMICILIAR
514230;Coletor de resíduos sólidos de serviços de saúde;COLETOR DE RESIDUOS SOLIDOS DE SERVICOS DE SAUDE
311705;Colorista de papel;COLORISTA DE PAPEL
311710;Colorista têxtil;COLORISTA TEXTIL
215115;Comandante da marinha mercante;COMANDANTE DA MARINHA MERCANTE
261710;Comentarista de mídias audiovisuais;COMENTARISTA DE MIDIAS AUDIOVISUAIS
141405;Comerciante atacadista;COMERCIANTE ATACADISTA
141410;Comerciante varejista;COMERCIANTE VAREJISTA
511110;Comissário de trem;COMISSARIO DE TREM
511105;Comissário de vôo;COMISSARIO DE VOO
413215;Compensador de banco;COMPENSADOR DE BANCO
262605;Compositor;COMPOSITOR
354205;Comprador;COMPRADOR
422130;Concierge;CONCIERGE
782320;Condutor de ambulância;CONDUTOR DE AMBULANCIA
341310;Condutor de máquinas;CONDUTOR DE MAQUINAS
341320;Condutor de máquinas (bombeador);CONDUTOR DE MAQUINAS (BOMBEADOR)
341325;Condutor de máquinas (mecânico);CONDUTOR DE MAQUINAS (MECANICO)
781105;Condutor de processos robotizados de pintura;CONDUTOR DE PROCESSOS ROBOTIZADOS DE PINTURA
781110;Condutor de processos robotizados de soldagem;CONDUTOR DE PROCESSOS ROBOTIZADOS DE SOLDAGEM
511505;Condutor de turismo de aventura;CONDUTOR DE TURISMO DE AVENTURA
511510;Condutor de turismo de pesca;CONDUTOR DE TURISMO DE PESCA
782820;Condutor de veículos a pedais;CONDUTOR DE VEICULOS A PEDAIS
782805;Condutor de veículos de tração animal (ruas e estradas);CONDUTOR DE VEICULOS DE TRACAO ANIMAL (RUAS E ESTRADAS)
341305;Condutor maquinista motorista fluvial;CONDUTOR MAQUINISTA MOTORISTA FLUVIAL
511515;Condutor turismo náutico;CONDUTOR TURISMO NAUTICO
742110;Confeccionador de acordeão;CONFECCIONADOR DE ACORDEAO
765005;Confeccionador de artefatos de couro (exceto sapatos);CONFECCIONADOR DE ARTEFATOS DE COURO (EXCETO SAPATOS)
833110;Confeccionador de bolsas, sacos e sacolas e papel, a máquina;CONFECCIONADOR DE BOLSAS, SACOS E SACOLAS E PAPEL, A MAQUINA
765215;Confeccionador de brinquedos de pano;CONFECCIONADOR DE BRINQUEDOS DE PANO
768630;Confeccionador de carimbos de borracha;CONFECCIONADOR DE CARIMBOS DE BORRACHA
776410;Confeccionador de escovas, pincéis e produtos similares (a mão);CONFECCIONADOR DE ESCOVAS, PINCEIS E PRODUTOS SIMILARES (A MAO)
776415;Confeccionador de escovas, pincéis e produtos similares (a máquina);CONFECCIONADOR DE ESCOVAS, PINCEIS E PRODUTOS SIMILARES (A MAQUINA)
742115;Confeccionador de instrumentos de corda;CONFECCIONADOR DE INSTRUMENTOS DE CORDA
742120;Confeccionador de instrumentos de percussão (pele, couro ou plástico);CONFECCIONADOR DE INSTRUMENTOS DE PERCUSSAO (PELE, COURO OU PLASTICO)
742125;Confeccionador de instrumentos de sopro (madeira);CONFECCIONADOR DE INSTRUMENTOS DE SOPRO (MADEIRA)
742130;Confeccionador de instrumentos de sopro (metal);CONFECCIONADOR DE INSTRUMENTOS DE SOPRO (METAL)
776420;Confeccionador de móveis de vime, junco e bambu;CONFECCIONADOR DE MOVEIS DE VIME, JUNCO E BAMBU
742135;Confeccionador de órgão;CONFECCIONADOR DE ORGAO
742140;Confeccionador de piano;CONFECCIONADOR DE PIANO
811715;Confeccionador de pneumáticos;CONFECCIONADOR DE PNEUMATICOS
833115;Confeccionador de sacos de celofane, a máquina;CONFECCIONADOR DE SACOS DE CELOFANE, A MAQUINA
765225;Confeccionador de velas náuticas, barracas e toldos;CONFECCIONADOR DE VELAS NAUTICAS, BARRACAS E TOLDOS
811725;Confeccionador de velas por imersão;CONFECCIONADOR DE VELAS POR IMERSAO
811735;Confeccionador de velas por moldagem;CONFECCIONADOR DE VELAS POR MOLDAGEM
848310;Confeiteiro;CONFEITEIRO
414215;Conferente de carga e descarga;CONFERENTE DE CARGA E DESCARGA
413220;Conferente de serviços bancários;CONFERENTE DE SERVICOS BANCARIOS
414120;Conferente mercadoria (exceto carga e descarga);CONFERENTE MERCADORIA (EXCETO CARGA E DESCARGA)
516335;Conferente-expedidor de roupas (lavanderias);CONFERENTE-EXPEDIDOR DE ROUPAS (LAVANDERIAS)
241405;Conselheiro julgador;CONSELHEIRO JULGADOR
515320;Conselheiro tutelar;CONSELHEIRO TUTELAR
991105;Conservador de via permanente (trilhos);CONSERVADOR DE VIA PERMANENTE (TRILHOS)
262415;Conservador-restaurador de bens  culturais;CONSERVADOR-RESTAURADOR DE BENS  CULTURAIS
351115;Consultor contábil (técnico);CONSULTOR CONTABIL (TECNICO)
241040;Consultor jurídico;CONSULTOR JURIDICO
252210;Contador;CONTADOR
261905;Continuista;CONTINUISTA
412205;Contínuo;CONTINUO
376220;Contorcionista;CONTORCIONISTA
760105;Contramestre de acabamento (indústria têxtil);CONTRAMESTRE DE ACABAMENTO (INDUSTRIA TEXTIL)
341205;Contramestre de cabotagem;CONTRAMESTRE DE CABOTAGEM
760110;Contramestre de fiação (indústria têxtil);CONTRAMESTRE DE FIACAO (INDUSTRIA TEXTIL)
760115;Contramestre de malharia (indústria têxtil);CONTRAMESTRE DE MALHARIA (INDUSTRIA TEXTIL)
760120;Contramestre de tecelagem (indústria têxtil);CONTRAMESTRE DE TECELAGEM (INDUSTRIA TEXTIL)
391115;Controlador de entrada e saída;CONTROLADOR DE ENTRADA E SAIDA
519910;Controlador de pragas;CONTROLADOR DE PRAGAS
342115;Controlador de serviços de máquinas e veículos;CONTROLADOR DE SERVICOS DE MAQUINAS E VEICULOS
342505;Controlador de tráfego aéreo;CONTROLADOR DE TRAFEGO AEREO
215120;Coordenador de operações de combate à poluição no meio aquaviário;COORDENADOR DE OPERACOES DE COMBATE A POLUICAO NO MEIO AQUAVIARIO
373140;Coordenador de programação;COORDENADOR DE PROGRAMACAO
424205;Coordenador de provas (concurso, avaliação, exame);COORDENADOR DE PROVAS (CONCURSO, AVALIACAO, EXAME)
239405;Coordenador pedagógico;COORDENADOR PEDAGOGICO
513425;Copeiro;COPEIRO
513430;Copeiro de hospital;COPEIRO DE HOSPITAL
766105;Copiador de chapa;COPIADOR DE CHAPA
262815;Coreógrafo;COREOGRAFO
30105;Coronel bombeiro militar;CORONEL BOMBEIRO MILITAR
20105;Coronel da polícia militar;CORONEL DA POLICIA MILITAR
354610;Corretor de grãos;CORRETOR DE GRAOS
354605;Corretor de imóveis;CORRETOR DE IMOVEIS
354505;Corretor de seguros;CORRETOR DE SEGUROS
253305;Corretor de valores, ativos financeiros, mercadorias e derivativos;CORRETOR DE VALORES, ATIVOS FINANCEIROS, MERCADORIAS E DERIVATIVOS
765105;Cortador de artefatos de couro (exceto roupas e calçados);CORTADOR DE ARTEFATOS DE COURO (EXCETO ROUPAS E CALCADOS)
768310;Cortador de calçados, a  mão (exceto solas);CORTADOR DE CALCADOS, A  MAO (EXCETO SOLAS)
764105;Cortador de calçados, a  máquina (exceto solas e palmilhas);CORTADOR DE CALCADOS, A  MAQUINA (EXCETO SOLAS E PALMILHAS)
842220;Cortador de charutos;CORTADOR DE CHARUTOS
773105;Cortador de laminados de madeira;CORTADOR DE LAMINADOS DE MADEIRA
712205;Cortador de pedras;CORTADOR DE PEDRAS
763110;Cortador de roupas;CORTADOR DE ROUPAS
764110;Cortador de solas e palmilhas, a  máquina;CORTADOR DE SOLAS E PALMILHAS, A  MAQUINA
765110;Cortador de tapeçaria;CORTADOR DE TAPECARIA
752210;Cortador de vidro;CORTADOR DE VIDRO
768315;Costurador de artefatos de couro, a  mão (exceto roupas e calçados);COSTURADOR DE ARTEFATOS DE COURO, A  MAO (EXCETO ROUPAS E CALCADOS)
765310;Costurador de artefatos de couro, a  máquina (exceto roupas e calçados);COSTURADOR DE ARTEFATOS DE COURO, A  MAQUINA (EXCETO ROUPAS E CALCADOS)
764205;Costurador de calçados, a  máquina;COSTURADOR DE CALCADOS, A  MAQUINA
763010;Costureira de peças sob encomenda;COSTUREIRA DE PECAS SOB ENCOMENDA
763015;Costureira de reparação de roupas;COSTUREIRA DE REPARACAO DE ROUPAS
763020;Costureiro de roupa de couro e pele;COSTUREIRO DE ROUPA DE COURO E PELE
763205;Costureiro de roupas de couro e pele, a  máquina na  confecção em série;COSTUREIRO DE ROUPAS DE COURO E PELE, A  MAQUINA NA  CONFECCAO EM SERIE
763210;Costureiro na confecção em série;COSTUREIRO NA CONFECCAO EM SERIE
763215;Costureiro, a  máquina  na confecção em série;COSTUREIRO, A  MAQUINA  NA CONFECCAO EM SERIE
841408;Cozinhador (conservação de alimentos);COZINHADOR (CONSERVACAO DE ALIMENTOS)
841416;Cozinhador de carnes;COZINHADOR DE CARNES
841420;Cozinhador de frutas e legumes;COZINHADOR DE FRUTAS E LEGUMES
841730;Cozinhador de malte;COZINHADOR DE MALTE
841428;Cozinhador de pescado;COZINHADOR DE PESCADO
513225;Cozinheiro de embarcações;COZINHEIRO DE EMBARCACOES
513220;Cozinheiro de hospital;COZINHEIRO DE HOSPITAL
513210;Cozinheiro do serviço doméstico;COZINHEIRO DO SERVICO DOMESTICO
513205;Cozinheiro geral;COZINHEIRO GERAL
513215;Cozinheiro industrial;COZINHEIRO INDUSTRIAL
613010;Criador de animais domésticos;CRIADOR DE ANIMAIS DOMESTICOS
613410;Criador de animais produtores de veneno;CRIADOR DE ANIMAIS PRODUTORES DE VENENO
613105;Criador de asininos e muares;CRIADOR DE ASININOS E MUARES
613110;Criador de bovinos (corte);CRIADOR DE BOVINOS (CORTE)
613115;Criador de bovinos (leite);CRIADOR DE BOVINOS (LEITE)
613120;Criador de bubalinos (corte);CRIADOR DE BUBALINOS (CORTE)
613125;Criador de bubalinos (leite);CRIADOR DE BUBALINOS (LEITE)
631305;Criador de camarões;CRIADOR DE CAMAROES
613205;Criador de caprinos;CRIADOR DE CAPRINOS
613130;Criador de eqüínos;CRIADOR DE EQUINOS
631310;Criador de jacarés;CRIADOR DE JACARES
631315;Criador de mexilhões;CRIADOR DE MEXILHOES
631320;Criador de ostras;CRIADOR DE OSTRAS
613210;Criador de ovinos;CRIADOR DE OVINOS
631325;Criador de peixes;CRIADOR DE PEIXES
631330;Criador de quelônios;CRIADOR DE QUELONIOS
631335;Criador de rãs;CRIADOR DE RAS
613215;Criador de suínos;CRIADOR DE SUINOS
613005;Criador em pecuária polivalente;CRIADOR EM PECUARIA POLIVALENTE
261510;Crítico;CRITICO
768130;Crocheteiro, a  mão;CROCHETEIRO, A  MAO
391105;Cronoanalista;CRONOANALISTA
391110;Cronometrista;CRONOMETRISTA
632110;Cubador de madeira;CUBADOR DE MADEIRA
516210;Cuidador de idosos;CUIDADOR DE IDOSOS
516220;Cuidador em saúde;CUIDADOR EM SAUDE
513415;Cumim;CUMIM
613310;Cunicultor;CUNICULTOR
762205;Curtidor (couros e peles);CURTIDOR (COUROS E PELES)
376110;Dançarino popular;DANCARINO POPULAR
376105;Dançarino tradicional;DANCARINO TRADICIONAL
412105;Datilógrafo;DATILOGRAFO
723205;Decapador;DECAPADOR
752405;Decorador de cerâmica;DECORADOR DE CERAMICA
375120;Decorador de eventos;DECORADOR DE EVENTOS
262905;Decorador de interiores de nível superior;DECORADOR DE INTERIORES DE NIVEL SUPERIOR
752410;Decorador de vidro;DECORADOR DE VIDRO
752415;Decorador de vidro à pincel;DECORADOR DE VIDRO A PINCEL
242405;Defensor público;DEFENSOR PUBLICO
848105;Defumador de carnes e pescados;DEFUMADOR DE CARNES E PESCADOS
848405;Degustador de café;DEGUSTADOR DE CAFE
848410;Degustador de chá;DEGUSTADOR DE CHA
842235;Degustador de charutos;DEGUSTADOR DE CHARUTOS
848415;Degustador de derivados de cacau;DEGUSTADOR DE DERIVADOS DE CACAU
848420;Degustador de vinhos ou licores;DEGUSTADOR DE VINHOS OU LICORES
242305;Delegado de polícia;DELEGADO DE POLICIA
717005;Demolidor de edificações;DEMOLIDOR DE EDIFICACOES
521120;Demonstrador de mercadorias;DEMONSTRADOR DE MERCADORIAS
111115;Deputado estadual e distrital;DEPUTADO ESTADUAL E DISTRITAL
111110;Deputado federal;DEPUTADO FEDERAL
762110;Descarnador de couros e peles, à maquina;DESCARNADOR DE COUROS E PELES, A MAQUINA
318010;Desenhista copista;DESENHISTA COPISTA
318015;Desenhista detalhista;DESENHISTA DETALHISTA
262420;Desenhista industrial de produto (designer de produto);DESENHISTA INDUSTRIAL DE PRODUTO (DESIGNER DE PRODUTO)
262425;Desenhista industrial de produto de moda (designer de moda);DESENHISTA INDUSTRIAL DE PRODUTO DE MODA (DESIGNER DE MODA)
262410;Desenhista industrial gráfico (designer gráfico);DESENHISTA INDUSTRIAL GRAFICO (DESIGNER GRAFICO)
318505;Desenhista projetista de arquitetura;DESENHISTA PROJETISTA DE ARQUITETURA
318510;Desenhista projetista de construção civil;DESENHISTA PROJETISTA DE CONSTRUCAO CIVIL
318705;Desenhista projetista de eletricidade;DESENHISTA PROJETISTA DE ELETRICIDADE
318605;Desenhista projetista de máquinas;DESENHISTA PROJETISTA DE MAQUINAS
318710;Desenhista projetista eletrônico;DESENHISTA PROJETISTA ELETRONICO
318610;Desenhista projetista mecânico;DESENHISTA PROJETISTA MECANICO
318005;Desenhista técnico;DESENHISTA TECNICO
318105;Desenhista técnico (arquitetura);DESENHISTA TECNICO (ARQUITETURA)
318405;Desenhista técnico (artes gráficas);DESENHISTA TECNICO (ARTES GRAFICAS)
318310;Desenhista técnico (calefação, ventilação e refrigeração);DESENHISTA TECNICO (CALEFACAO, VENTILACAO E REFRIGERACAO)
318110;Desenhista técnico (cartografia);DESENHISTA TECNICO (CARTOGRAFIA)
318115;Desenhista técnico (construção civil);DESENHISTA TECNICO (CONSTRUCAO CIVIL)
318305;Desenhista técnico (eletricidade e eletrônica);DESENHISTA TECNICO (ELETRICIDADE E ELETRONICA)
318410;Desenhista técnico (ilustrações artísticas);DESENHISTA TECNICO (ILUSTRACOES ARTISTICAS)
318415;Desenhista técnico (ilustrações técnicas);DESENHISTA TECNICO (ILUSTRACOES TECNICAS)
318420;Desenhista técnico (indústria têxtil);DESENHISTA TECNICO (INDUSTRIA TEXTIL)
318120;Desenhista técnico (instalações hidrossanitárias);DESENHISTA TECNICO (INSTALACOES HIDROSSANITARIAS)
318425;Desenhista técnico (mobiliário);DESENHISTA TECNICO (MOBILIARIO)
318210;Desenhista técnico aeronáutico;DESENHISTA TECNICO AERONAUTICO
318430;Desenhista técnico de embalagens, maquetes e leiautes;DESENHISTA TECNICO DE EMBALAGENS, MAQUETES E LEIAUTES
318205;Desenhista técnico mecânico;DESENHISTA TECNICO MECANICO
318215;Desenhista técnico naval;DESENHISTA TECNICO NAVAL
317120;Desenvolvedor de multimídia;DESENVOLVEDOR DE MULTIMIDIA
317110;Desenvolvedor de sistemas de tecnologia da informação (técnico);DESENVOLVEDOR DE SISTEMAS DE TECNOLOGIA DA INFORMACAO (TECNICO)
317105;Desenvolvedor web (técnico);DESENVOLVEDOR WEB (TECNICO)
841432;Desidratador de alimentos;DESIDRATADOR DE ALIMENTOS
516155;Designer de cílios;DESIGNER DE CILIOS
375105;Designer de interiores;DESIGNER DE INTERIORES
516150;Designer de sobrancelhas;DESIGNER DE SOBRANCELHAS
516145;Designer de unhas;DESIGNER DE UNHAS
375110;Designer de vitrines;DESIGNER DE VITRINES
239435;Designer educacional;DESIGNER EDUCACIONAL
316335;Desincrustador (poços de petróleo);DESINCRUSTADOR (POCOS DE PETROLEO)
848515;Desossador;DESOSSADOR
342210;Despachante aduaneiro;DESPACHANTE ADUANEIRO
423110;Despachante de trânsito;DESPACHANTE DE TRANSITO
511210;Despachante de transportes coletivos (exceto trem);DESPACHANTE DE TRANSPORTES COLETIVOS (EXCETO TREM)
423105;Despachante documentalista;DESPACHANTE DOCUMENTALISTA
342510;Despachante operacional de vôo;DESPACHANTE OPERACIONAL DE VOO
841735;Dessecador de malte;DESSECADOR DE MALTE
811405;Destilador de madeira;DESTILADOR DE MADEIRA
811410;Destilador de produtos químicos (exceto petróleo);DESTILADOR DE PRODUTOS QUIMICOS (EXCETO PETROLEO)
711115;Destroçador de pedra;DESTROCADOR DE PEDRA
351805;Detetive profissional;DETETIVE PROFISSIONAL
711120;Detonador;DETONADOR
223705;Dietista;DIETISTA
412110;Digitador;DIGITADOR
123105;Diretor administrativo;DIRETOR ADMINISTRATIVO
123110;Diretor administrativo e financeiro;DIRETOR ADMINISTRATIVO E FINANCEIRO
262235;Diretor artistíco;DIRETOR ARTISTICO
123305;Diretor comercial;DIRETOR COMERCIAL
122705;Diretor comercial em operações de intermediação financeira;DIRETOR COMERCIAL EM OPERACOES DE INTERMEDIACAO FINANCEIRA
122505;Diretor de  produção e operações de alimentação;DIRETOR DE  PRODUCAO E OPERACOES DE ALIMENTACAO
122510;Diretor de  produção e operações de hotel;DIRETOR DE  PRODUCAO E OPERACOES DE HOTEL
122515;Diretor de  produção e operações de turismo;DIRETOR DE  PRODUCAO E OPERACOES DE TURISMO
262330;Diretor de arte;DIRETOR DE ARTE
253125;Diretor de arte (publicidade);DIRETOR DE ARTE (PUBLICIDADE)
122720;Diretor de câmbio e comércio exterior;DIRETOR DE CAMBIO E COMERCIO EXTERIOR
262205;Diretor de cinema;DIRETOR DE CINEMA
122725;Diretor de compliance;DIRETOR DE COMPLIANCE
253135;Diretor de contas (publicidade);DIRETOR DE CONTAS (PUBLICIDADE)
122730;Diretor de crédito (exceto crédito imobiliário);DIRETOR DE CREDITO (EXCETO CREDITO IMOBILIARIO)
122735;Diretor de crédito imobiliário;DIRETOR DE CREDITO IMOBILIARIO
122715;Diretor de crédito rural;DIRETOR DE CREDITO RURAL
253130;Diretor de criação;DIRETOR DE CRIACAO
372105;Diretor de fotografia;DIRETOR DE FOTOGRAFIA
374425;Diretor de imagens (tv);DIRETOR DE IMAGENS (TV)
131305;Diretor de instituição educacional da área privada;DIRETOR DE INSTITUICAO EDUCACIONAL DA AREA PRIVADA
131310;Diretor de instituição educacional pública;DIRETOR DE INSTITUICAO EDUCACIONAL PUBLICA
122740;Diretor de leasing;DIRETOR DE LEASING
123805;Diretor de manutenção;DIRETOR DE MANUTENCAO
123310;Diretor de marketing;DIRETOR DE MARKETING
122745;Diretor de mercado de capitais;DIRETOR DE MERCADO DE CAPITAIS
253120;Diretor de mídia (publicidade);DIRETOR DE MIDIA (PUBLICIDADE)
122405;Diretor de operações comerciais (comércio atacadista e varejista);DIRETOR DE OPERACOES COMERCIAIS (COMERCIO ATACADISTA E VAREJISTA)
122605;Diretor de operações de correios;DIRETOR DE OPERACOES DE CORREIOS
122305;Diretor de operações de obras pública e civil;DIRETOR DE OPERACOES DE OBRAS PUBLICA E CIVIL
122610;Diretor de operações de serviços de armazenamento;DIRETOR DE OPERACOES DE SERVICOS DE ARMAZENAMENTO
122615;Diretor de operações de serviços de telecomunicações;DIRETOR DE OPERACOES DE SERVICOS DE TELECOMUNICACOES
122620;Diretor de operações de serviços de transporte;DIRETOR DE OPERACOES DE SERVICOS DE TRANSPORTE
123705;Diretor de pesquisa e desenvolvimento (p&d);DIRETOR DE PESQUISA E DESENVOLVIMENTO (P&D)
121005;Diretor de planejamento estratégico;DIRETOR DE PLANEJAMENTO ESTRATEGICO
262230;Diretor de produção;DIRETOR DE PRODUCAO
122205;Diretor de produção e operações da indústria de transformação, extração mineral e utilidades;DIRETOR DE PRODUCAO E OPERACOES DA INDUSTRIA DE TRANSFORMACAO, EXTRACAO MINERAL E UTILIDADES
122105;Diretor de produção e operações em empresa agropecuária;DIRETOR DE PRODUCAO E OPERACOES EM EMPRESA AGROPECUARIA
122110;Diretor de produção e operações em empresa aqüícola;DIRETOR DE PRODUCAO E OPERACOES EM EMPRESA AQUICOLA
122115;Diretor de produção e operações em empresa florestal;DIRETOR DE PRODUCAO E OPERACOES EM EMPRESA FLORESTAL
122120;Diretor de produção e operações em empresa pesqueira;DIRETOR DE PRODUCAO E OPERACOES EM EMPRESA PESQUEIRA
122710;Diretor de produtos bancários;DIRETOR DE PRODUTOS BANCARIOS
262225;Diretor de programação;DIRETOR DE PROGRAMACAO
262210;Diretor de programas de rádio;DIRETOR DE PROGRAMAS DE RADIO
262215;Diretor de programas de televisão;DIRETOR DE PROGRAMAS DE TELEVISAO
122750;Diretor de recuperação de créditos em operações de intermediação financeira;DIRETOR DE RECUPERACAO DE CREDITOS EM OPERACOES DE INTERMEDIACAO FINANCEIRA
123205;Diretor de recursos humanos;DIRETOR DE RECURSOS HUMANOS
261115;Diretor de redação;DIRETOR DE REDACAO
123210;Diretor de relações de trabalho;DIRETOR DE RELACOES DE TRABALHO
122755;Diretor de riscos de mercado;DIRETOR DE RISCOS DE MERCADO
131105;Diretor de serviços culturais;DIRETOR DE SERVICOS CULTURAIS
131205;Diretor de serviços de saúde;DIRETOR DE SERVICOS DE SAUDE
131110;Diretor de serviços sociais;DIRETOR DE SERVICOS SOCIAIS
123405;Diretor de suprimentos;DIRETOR DE SUPRIMENTOS
123410;Diretor de suprimentos no serviço público;DIRETOR DE SUPRIMENTOS NO SERVICO PUBLICO
123605;Diretor de tecnologia da informação;DIRETOR DE TECNOLOGIA DA INFORMACAO
123115;Diretor financeiro;DIRETOR FINANCEIRO
121010;Diretor geral de empresa e organizações (exceto de interesse público);DIRETOR GERAL DE EMPRESA E ORGANIZACOES (EXCETO DE INTERESSE PUBLICO)
262220;Diretor teatral;DIRETOR TEATRAL
